method	n	seed	col	coverage	r2	length	group	subgroup	cv
CalPred	10000	4	education_q_4	0.9521776259607172	0.003526777774061287	0.8787730943558554	Education	4	1
CalPred	10000	4	education_q_4	0.9521776259607172	0.003321648322214674	0.8787730943558554	Education	4	2
CalPred	10000	4	education_q_4	0.9521776259607172	0.003543316244832921	0.8787730943558554	Education	4	3
CalPred	10000	4	education_q_4	0.9521776259607172	0.002900957972571044	0.8787730943558554	Education	4	4
CalPred	10000	4	education_q_4	0.9521776259607172	0.003899494323794342	0.8787730943558554	Education	4	5
CalPred	10000	4	income_q_1	0.9534555712270804	0.010266390495032274	1.0922731273537047	Income	1	1
CalPred	10000	4	income_q_1	0.9534555712270804	0.00462820605630507	1.0922731273537047	Income	1	2
CalPred	10000	4	income_q_1	0.9534555712270804	0.008425954738168486	1.0922731273537047	Income	1	3
CalPred	10000	4	income_q_1	0.9534555712270804	0.009107913424392652	1.0922731273537047	Income	1	4
CalPred	10000	4	income_q_1	0.9534555712270804	0.0025236059597125086	1.0922731273537047	Income	1	5
CalPred	10000	4	income_q_5	0.95	0.0073025033579889155	0.9315393722044968	Income	5	1
CalPred	10000	4	income_q_5	0.95	0.008610973986008115	0.9315393722044968	Income	5	2
CalPred	10000	4	income_q_5	0.95	0.008159437021037295	0.9315393722044968	Income	5	3
CalPred	10000	4	income_q_5	0.95	0.00581344136341314	0.9315393722044968	Income	5	4
CalPred	10000	4	income_q_5	0.95	0.010067039509711748	0.9315393722044968	Income	5	5
CalPred	10000	4	income_q_9	0.9461457233368532	0.0007916258410517179	0.801185791615476	Income	9	1
CalPred	10000	4	income_q_9	0.9461457233368532	0.0008571543200676182	0.801185791615476	Income	9	2
CalPred	10000	4	income_q_9	0.9461457233368532	0.001307879540055399	0.801185791615476	Income	9	3
CalPred	10000	4	income_q_9	0.9461457233368532	0.00038723423724415377	0.801185791615476	Income	9	4
CalPred	10000	4	income_q_9	0.9461457233368532	0.0021921634080337244	0.801185791615476	Income	9	5
CalPred	10000	4	marginal	0.9528	0.008132777522176933	0.9238717391335598	Overall		1
CalPred	10000	4	marginal	0.9528	0.008641795467727217	0.9238717391335598	Overall		2
CalPred	10000	4	marginal	0.9528	0.00831233446326162	0.9238717391335598	Overall		3
CalPred	10000	4	marginal	0.9528	0.007334230807807115	0.9238717391335598	Overall		4
CalPred	10000	4	marginal	0.9528	0.008985163224063489	0.9238717391335598	Overall		5
CalPred	10000	4	sex_q_0	0.9550317619525244	0.009047866473626733	1.009034652983264	Sex	0	1
CalPred	10000	4	sex_q_0	0.9550317619525244	0.009947528642146855	1.009034652983264	Sex	0	2
CalPred	10000	4	sex_q_0	0.9550317619525244	0.009443156646467967	1.009034652983264	Sex	0	3
CalPred	10000	4	sex_q_0	0.9550317619525244	0.008618024254225387	1.009034652983264	Sex	0	4
CalPred	10000	4	sex_q_0	0.9550317619525244	0.01131942484940271	1.009034652983264	Sex	0	5
CalPred	10000	4	sex_q_1	0.9494773519163764	0.006463478337043641	0.7970811590815614	Sex	1	1
CalPred	10000	4	sex_q_1	0.9494773519163764	0.006527440347284492	0.7970811590815614	Sex	1	2
CalPred	10000	4	sex_q_1	0.9494773519163764	0.006528800946751929	0.7970811590815614	Sex	1	3
CalPred	10000	4	sex_q_1	0.9494773519163764	0.005288425461070161	0.7970811590815614	Sex	1	4
CalPred	10000	4	sex_q_1	0.9494773519163764	0.0054515576744526015	0.7970811590815614	Sex	1	5
CalPred	10000	5	age_q_0	0.9494020239190432	0.010860153192710527	1.0293115502933587	Age	0	1
CalPred	10000	5	age_q_0	0.9494020239190432	0.010086132619521666	1.0293115502933587	Age	0	2
CalPred	10000	5	age_q_0	0.9494020239190432	0.007464785966196863	1.0293115502933587	Age	0	3
CalPred	10000	5	age_q_0	0.9494020239190432	0.006442494991344464	1.0293115502933587	Age	0	4
CalPred	10000	5	age_q_0	0.9494020239190432	0.012623528460462823	1.0293115502933587	Age	0	5
CalPred	10000	5	age_q_4	0.9457567804024496	0.008625595181675359	0.9181526590451564	Age	4	1
CalPred	10000	5	age_q_4	0.9457567804024496	0.011296439072826769	0.9181526590451564	Age	4	2
CalPred	10000	5	age_q_4	0.9457567804024496	0.006241977006978103	0.9181526590451564	Age	4	3
CalPred	10000	5	age_q_4	0.9457567804024496	0.00903440863742008	0.9181526590451564	Age	4	4
CalPred	10000	5	age_q_4	0.9457567804024496	0.010245537624898257	0.9181526590451564	Age	4	5
CalPred	10000	5	age_q_4	0.9511434511434512	0.008625595181675359	0.947854831293508	Age	4	1
CalPred	10000	5	age_q_4	0.9511434511434512	0.011296439072826769	0.947854831293508	Age	4	2
CalPred	10000	5	age_q_4	0.9511434511434512	0.006241977006978103	0.947854831293508	Age	4	3
CalPred	10000	5	age_q_4	0.9511434511434512	0.00903440863742008	0.947854831293508	Age	4	4
CalPred	10000	5	age_q_4	0.9511434511434512	0.010245537624898257	0.947854831293508	Age	4	5
CalPred	10000	5	age_q_9	0.945945945945946	0.0043150256958907444	0.7618285393297212	Age	9	1
